Unnamed: 0,name,address,lat,lon
1,,1200 STREIT DR AMARILLO TX 79106,35.20027,-101.91368
2,,15300 E AMARILLO BLVD AMARILLO TX 79108,35.24977,-101.65521
3,,1601 W I-40 HWY AMARILLO TX 79109,35.19353,-101.85646
4,,1615 S ROBERTS ST AMARILLO TX,35.19468,-101.8212
5,,1800 FM 2381 BUSHLAND TX 79012,35.19401,-102.06473
6,,2201 SE 27TH AVE AMARILLO TX 79103,35.18663,-101.81237
7,,23801 FM 1061 VALLE DE ORO TX 79010,35.3127,-101.85156
8,,3500 W I-40 HWY AMARILLO TX 79102,35.19267,-101.79745
9,,3503 NE 24TH AVE AMARILLO TX 79107,35.23732,-101.7989
10,,3601 E AMARILLO BLVD AMARILLO TX 79107,35.22246,-101.79458
11,,4000 W CHERRY AVE AMARILLO TX 79108,35.29512,-101.88072
12,,4111 PLAINS BLVD AMARILLO TX 79106,35.19883,-101.88306
13,,419 N BUCHANAN ST AMARILLO TX 79107,35.21721,-101.83031
14,,5631 PAVILLARD AMARILLO TX 79108,35.26684,-101.82263
15,,600 TASCOSA RD AMARILLO TX 79124,35.21668,-101.90708
16,,901 N HAYDEN ST AMARILLO TX 79107,35.22327,-101.8485
