name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,100 MAIN PLAZA ROOM 101 NEW BRAUNFELS TX 78130,29.70354,-98.12485,,,
,1147 S. WALNUT NEW BRAUNFELS TX 78130,29.68205,-98.12357,,,
,115 KINGS WAY NEW BRAUNFELS TX 78132,29.71351,-98.18654,,,
,11755 HWY 281 N SPRING BRANCH TX 78070,29.90571,-98.41105,,,
,121 SPRING MOUNTAIN DR CANYON LAKE TX 78133,29.86821,-98.17825,,,
,1250 VIA PRINCIPALE NEW BRAUNFELS TX 78132,29.79375,-98.27045,,,
,1297 CHURCH HILL DR NEW BRAUNFELS TX 78130,29.70696,-98.09875,,,
,131 BULVERDE CROSSING BULVERDE TX 78163,29.79422,-98.42193,,,
,1620 COMMON ST NEW BRAUNFELS TX 78130,29.72434,-98.0958,,,
,16311 SOUTH ACCESS RD CANYON LAKE TX 78133,29.86591,-98.19029,,,
,21340 FM 3009 GARDEN RIDGE TX 78266,29.63893,-98.29872,,,
,23880 N CRANES MILL RD CANYON LAKE TX 78133,29.93542,-98.29058,,,
,2932 S IH 35 NEW BRAUNFELS TX 78130,29.68012,-98.14755,,,
,30395 RALPH FAIR RD BOERNE TX 78015,29.7456,-98.62448,,,
,30470 COUGAR BEND BULVERDE TX 78163,29.74778,-98.45077,,,
,30475 JOHNSON WAY BULVERDE TX 78163,29.74851,-98.42056,,,
,36101 FM 3159 NEW BRAUNFELS TX 78132,29.80915,-98.34513,,,
,405 WATTS LANE CANYON LAKE TX 78133,29.85447,-98.25417,,,
,410 OAK RUN POINT NEW BRAUNFELS TX 78130,29.72289,-98.17338,,,
,436 RIVER CHASE WAY NEW BRAUNFELS TX 78132,29.81093,-98.09902,,,
,545 CREEKSIDE CROSSING NEW BRAUNFELS TX 78130,29.72195,-98.07022,,,
,631 LAKEVIEW BLVD NEW BRAUNFELS TX 78130,29.72465,-98.12874,,,
,655 LANDA NEW BRAUNFELS TX 78130,29.70122,-98.14282,,,
,6720 FM 482 NEW BRAUNFELS TX 78132,29.64446,-98.22779,,,
,691 CANYON SPRINGS DR CANYON LAKE TX 78133,29.87439,-98.28774,,,
,700 E COMMON ST NEW BRAUNFELS TX 78130,29.71304,-98.11252,,,
,734 N LOOP 337 NEW BRAUNFELS TX 78130,29.71349,-98.10223,,,
