name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,130 FM 451 ELYSIAN FIELDS TX 75642,32.37438,-94.1754,,,
,1140 FM 1186 MARSHALL TX 75672,32.37719,-94.33086,,,
,2656 I-20 FRONTAGE RD LONGVIEW TX 75602,32.45833,-94.6759,,,
,165 W TEXAS AVENUE WASKOM TX 75692,32.4788,-94.06052,,,
,4476 STATE HWY 43 S MARSHALL TX 75672,32.49936,-94.40637,,,
,101 ELM HALLSVILLE TX 75650,32.50674,-94.57417,,,
,9432 US HWY 80 E MARSHALL TX 75672,32.51589,-94.2366,,,
,2105 EAST LOOP 281 LONGVIEW TX 75601,32.51815,-94.68326,,,
,2100 WARREN DRIVE MARSHALL TX 75672,32.52067,-94.31098,,,
,2501 E END BLVD S MARSHALL TX 75672,32.5234,-94.35386,,,
,4700 VICTORY DRIVE MARSHALL TX 75672,32.53613,-94.31298,,,
,711 WILEY AVENUE MARSHALL TX 75670,32.53849,-94.37521,,,
,135 GREEN STREET SCOTTSVILLE TX 75688,32.54063,-94.23818,,,
,300 S ALAMO BLVD MARSHALL TX 75672,32.54303,-94.36286,,,
,1101 JASPER DRIVE MARSHALL TX 75672,32.55139,-94.32186,,,
,1 TIGER DRIVE MARSHALL TX 75670,32.55374,-94.37478,,,
,1201 LOUISIANA STREET MARSHALL TX 75672,32.55512,-94.35964,,,
,3310 POPLAR STREET MARSHALL TX 75672,32.56601,-94.32658,,,
,19797 FM 449 LONGVIEW TX 75605,32.60016,-94.66453,,,
,9091 STATE HWY 154 MARSHALL TX 75670,32.60435,-94.48275,,,
,14268 STATE HWY 154 HARLETON TX 75651,32.65018,-94.53968,,,
,15593 FM 134 KARNACK TX 75661,32.66567,-94.16937,,,
,199 OAKLAWN TERRACE WOODLAWN TX 75670,32.66784,-94.34564,,,
,22177 STATE HWY 154 DIANA TX 75640,32.66998,-94.65716,,,
,4335 COMMUNITY STREET HARLETON TX 75651,32.67513,-94.57104,,,
,18626 FM 450 N DIANA TX 75640,32.77631,-94.6722,,,
