Unnamed: 0,name,address,lat,lon
1,,"135 Main St, Rosanky, TX 78953",29.93205,-97.29595
2,,135 Main Street ROSANKY TX 78953,29.93205,-97.29595
3,,"114 Red Rock Rd Red Rock, TX 78662",29.96182,-97.44421
4,,114 Red Rock Rd. RED ROCK TX 78662,29.96182,-97.44421
5,,"317 Main St, Smithville, TX 78957",30.00914,-97.1596
6,,317 Main Street SMITHVILLE TX 78957,30.00914,-97.1596
7,,1525 FM 812 CEDAR CREEK TX 78612,30.02469,-97.54254
8,,1338 Hwy 304 BASTROP TX 78602,30.03861,-97.32054
9,,267 E Clearview Cemetery Rd Bastrop TX 78602,30.04243,-97.31805
10,,104 Thunderbird Dr Smithville TX 78957,30.05636,-97.10909
11,,104 Thunderbird Dr. SMITHVILLE TX 78957,30.05636,-97.10909
12,,109 Green Acres Loop Bastrop TX 78602,30.07194,-97.23497
13,,109 Green Acres Loop BASTROP TX 78957,30.07194,-97.23497
14,,5630 FM535 Cedar Creek TX 78612,30.08847,-97.50114
15,,5630 FM 535 CEDAR CREEK TX 78612,30.08847,-97.50114
16,,287 FM 20 Bastrop TX 78602,30.09847,-97.37892
17,,120 Corporate Dr. BASTROP TX 78602,30.10067,-97.28716
18,,3005 TX-150 Loop Bastrop TX 78602,30.10925,-97.29273
19,,1201 Water Street BASTROP TX 78602,30.11299,-97.31833
20,,1201 Water St Bastrop TX 78602,30.11299,-97.31833
21,,1224 Hwy 71 W BASTROP TX 78602,30.11315,-97.41226
22,,"TX398 Union Chapel Rd., Cedar Creek 78612",30.12647,-97.44206
23,,398 Union Chapel Rd. CEDAR CREEK TX 78612,30.12647,-97.44206
24,,926 FM1441 Bastrop TX 78602,30.1738,-97.25648
25,,601 Cool Water Dr. BASTROP TX 78602,30.2056,-97.3007
26,,601 Cool Water Drive BASTROP TX 78602,30.2056,-97.3007
27,,"107 Main St, Paige, TX 78659",30.21088,-97.11251
28,,2425 FM 1704 Elgin TX 78621,30.25506,-97.41549
29,,230 Waco St. MCDADE TX 78650,30.28935,-97.23636
30,,230 Waco St McDade TX 78650,30.28935,-97.23636
31,,175 S Hwy 95 Elgin TX 78621,30.33092,-97.36016
32,,404 N Main St Elgin TX 78621,30.35079,-97.372
33,,334 Roemer Rd ELGIN TX 78621,30.38428,-97.35272
34,,334 Roemer Rd. ELGIN TX 78621,30.38428,-97.35272
