name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,201 S. HWY 174 RIO VISTA TX 76093,32.23191,-97.37964,,,
,707 E CRINER GRANDVIEW TX 76050,32.27102,-97.17511,,,
,6349 BONO RD GODLEY TX 76044,32.3229,-97.50844,,,
,100 WESTHILL CLEBURNE TX 76033,32.34142,-97.38561,,,
,1109 W. HENDERSON CLEBURNE TX 76033,32.34242,-97.40024,,,
,100 MANSFIELD RD. CLEBURNE TX,32.35599,-97.37673,,,
,710 W. KILPATRICK AVE. CLEBURNE TX 76033,32.36404,-97.40764,,,
,1000 N. OLD BETSY RD. KEENE TX 76059,32.3999,-97.32921,,,
,129 PERCIFIELD TRL ALVARADO TX 76009,32.41525,-97.2392,,,
,412 CR 704 JOSHUA TX 76058,32.42505,-97.37508,,,
,101 E ALLEN GODLEY TX 76044,32.44902,-97.52595,,,
,907 S BROADWAY JOSHUA TX 76058,32.45075,-97.38386,,,
,100 BETHESDA RD. BURLESON TX 76028,32.48611,-97.28141,,,
,10544 CR 519 LILLIAN TX 76061,32.50025,-97.18013,,,
,2450 SW WILSHIRE BLVD. BURLESON TX 76028,32.5016,-97.36554,,,
,9705 CR 1016 BURLESON TX 76028,32.51749,-97.40314,,,
,2309 E. RENFRO ST. BURLESON TX 76028,32.5206,-97.26387,,,
,455 NW JOHN JONES DR. BURLESON TX 76028,32.53072,-97.35386,,,
,317 W. ELLISON BURLESON TX 76028,32.54128,-97.32541,,,
,640 N.W. TARRANT AVE. BURLESON TX 76028,32.5507,-97.33642,,,
