geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
48321730100,321,0.16293,0,0.83666,0,0.22498,0,0.21073,0,0.08777,0,0.0025,1,0.08028,0,0.60191,0,0.27246,0,0.06399,0,0.0,1,0.04816,0.08155,2679,69.77444,38.39515,0.11787,0.10365,0.17058,0.03515
48321730201,321,0.09151,0,0.93117,0,0.13913,0,0.16714,0,0.08719,0,0.0,1,0.07152,0,0.4884,0,0.41037,0,0.18996,0,0.48677,0,0.21671,0.11794,6853,269.71158,25.40862,0.08449,0.07292,0.06324,0.01472
48321730202,321,0.04348,1,0.91714,0,0.17019,0,0.20758,0,0.09072,0,0.00213,1,0.07951,1,0.35539,0,0.55923,0,0.05319,0,0.18079,0,0.02718,0.05791,1532,143.99334,10.63938,0.06616,0.05126,0.0,0.01444
48321730301,321,0.10391,0,0.92557,0,0.09473,0,0.1502,0,0.05949,0,0.01278,1,0.04253,1,0.53269,0,0.41003,0,0.10358,0,0.66002,0,0.11565,0.03591,3883,5.26098,738.0751,0.10404,0.08926,0.10526,0.01727
48321730302,321,0.12671,0,0.95896,0,0.11211,0,0.28029,0,0.07178,0,0.00144,1,0.19094,0,0.48995,0,0.29676,0,0.11238,0,0.92395,0,0.02098,0.01026,4617,3.87703,1190.86094,0.08718,0.05771,0.11963,0.0484
48321730303,321,0.08131,1,0.9723,0,0.06861,1,0.19188,1,0.06426,1,0.0,1,0.10542,0,0.18574,0,0.70884,0,0.02979,0,0.0,1,0.04469,0.18283,785,156.15964,5.02691,0.08489,0.05765,0.09743,0.05
48321730400,321,0.0594,1,0.90647,0,0.10301,1,0.22423,0,0.12797,0,0.03909,1,0.39321,0,0.2657,0,0.29595,0,0.06219,0,0.0,1,0.2043,0.09484,2821,63.52415,44.40831,0.10954,0.02851,0.25,0.03946
48321730501,321,0.01259,1,0.97286,0,0.19355,0,0.16444,0,0.07314,0,0.01335,1,0.19034,0,0.02296,1,0.75921,0,0.12597,0,0.36436,0,0.18479,0.10978,3301,1244.03043,2.65347,0.08291,0.06394,0.16773,0.01506
48321730600,321,0.16985,0,1.0,0,0.10113,0,0.21001,0,0.1228,0,0.09491,0,0.02415,1,0.59304,0,0.27405,0,0.13397,0,0.11137,0,0.08336,0.13222,5749,833.59309,6.89665,0.07019,0.05071,0.01488,0.01671
48321730700,321,0.03851,1,0.95118,0,0.08437,0,0.12232,0,0.07623,0,0.0,1,0.01384,1,0.35764,0,0.61511,0,0.12498,0,0.13565,0,0.05418,0.14286,4482,804.96407,5.56795,0.05005,0.01744,0.0,0.01457
48321990000,321,,1,,1,,1,,1,,1,,1,,1,,1,,1,0.0,1,0.0,1,,0.03391,0,581.49983,0.0,0.0813,0.06587,0.0,0.0
