,geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
10,48091310604,91,0.02055,1,0.9845799999999999,0,0.0734,0,0.06377000000000001,0,0.07422000000000001,0,,1,0.0,1,0.20985,0,0.7581,0,0.02343,0,0.0,1,0.00217,0.02539,2664,16.92892,157.36382,0.09318,0.09257,0.0,0.03274
11,48091310605,91,0.06412999999999999,0,0.9862200000000001,0,0.13426,0,0.10171000000000001,0,0.09531,0,,1,0.00536,1,0.24269000000000002,0,0.7299800000000001,0,0.04071,0,0.05068,0,0.007379999999999999,0.03555,4862,87.44165,55.60279,0.08691,0.0824,0.0,0.031139999999999998
12,48091310606,91,0.035,1,0.98961,0,0.15262,0,0.09075,0,0.06571,0,,1,0.042789999999999995,1,0.16285,0,0.7581899999999999,0,0.03929,0,0.12932000000000002,0,0.02622,0.03177,4464,109.0399,40.93914,0.09269,0.07393,0.0,0.02706
13,48091310607,91,0.04192,1,0.9934299999999999,0,0.1316,0,0.08565,0,0.017580000000000002,1,,1,0.0,1,0.16513,0,0.81352,0,0.03986,0,0.11323,0,0.027089999999999996,0.0326,4694,58.30495,80.50774,0.10091,0.04952,0.0,0.02009
14,48091310608,91,0.038939999999999995,1,0.96336,0,0.19272999999999998,0,0.14661,0,0.08796,0,,1,0.0,1,0.27165,0,0.7205699999999999,0,0.026619999999999998,0,0.0,1,0.00836,0.04054,3426,68.48243000000001,50.027429999999995,0.08515,0.07957,0.0,0.04456
15,48091310701,91,0.021330000000000002,1,1.0,0,0.08995,0,0.04,1,0.06627999999999999,0,,1,0.0023899999999999998,1,0.14182999999999998,0,0.85009,0,0.04862,0,0.0,1,0.02204,0.06422,5657,113.98051000000001,49.63129,0.07297000000000001,0.04674,0.0114,0.033389999999999996
16,48091310702,91,0.03017,0,0.99269,0,0.12042,0,0.01957,1,0.04527,0,,1,0.00216,1,0.23676,0,0.75851,0,0.04148,0,0.0,1,0.01569,0.06627999999999999,4792,114.54659,41.834509999999995,0.08167,0.05861,0.31319,0.02611
17,48091310703,91,0.01135,1,0.9935299999999999,0,0.08931,0,0.01435,1,0.06947,0,,1,0.0029,1,0.18916,0,0.79176,0,0.046669999999999996,0,0.04961,0,0.03903,0.04374,5430,74.32625,73.05629,0.07365,0.05619,0.0,0.03683
18,48091310704,91,0.0977,0,1.0,0,0.10812999999999999,0,0.08014,0,0.05803,0,,1,0.00296,1,0.32042,0,0.6129600000000001,0,0.049710000000000004,0,0.12853,0,0.03306,0.04187,5690,124.17521,45.82235,0.08454,0.0575,0.21199,0.03501
19,48091310801,91,0.01974,1,1.0,0,0.11723,0,0.015619999999999998,1,0.0668,0,,1,0.06482,0,0.15379,0,0.69713,0,0.04771,0,0.0,1,0.033389999999999996,0.04822,4949,88.13712,56.15115,0.06858,0.060779999999999994,0.06805,0.03469
20,48091310802,91,0.08882999999999999,0,0.9099200000000001,0,0.11129000000000001,0,0.09802000000000001,0,0.07771,0,,1,0.08323,0,0.35393,0,0.54367,0,0.06043,0,0.0,1,0.05612999999999999,0.09387000000000001,5631,113.16407,49.759609999999995,0.086,0.07775,0.06337000000000001,0.034
21,48091310901,91,0.016919999999999998,1,1.0,0,0.08695,0,0.01324,0,0.07232000000000001,0,,1,0.02072,1,0.08327999999999999,0,0.8475600000000001,0,0.05152,0,0.0,1,0.025789999999999997,0.07882,4040,135.88236,29.7316,0.08093,0.0548,0.00013000000000000002,0.05776
22,48091310902,91,0.03457,1,0.98841,0,0.09103,0,0.030889999999999997,0,0.08009,0,,1,0.01839,1,0.31146999999999997,0,0.6309100000000001,0,0.06667000000000001,0,0.0,1,0.06085,0.10953,5951,114.15052,52.13292,0.09247999999999999,0.055639999999999995,0.02016,0.01839
23,48091310903,91,0.00942,1,0.98598,0,0.10243,0,0.0375,0,0.055729999999999995,0,,1,0.015069999999999998,1,0.11917,0,0.8456,0,0.039810000000000005,0,0.0,1,0.012159999999999999,0.052020000000000004,3790,84.62445,44.78611,0.07472999999999999,0.06863,0.0,0.03151
