idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
530,-96.23376,32.43657,0.66475,0.87157,0.6756,0.8636,0.74203,0.52325,0.0,0.03122,0.6508,0.74092,0.15744,0.70394,0.47001,0.45637
1622,-96.31299,32.59011,0.12157,0.0,0.70638,0.91718,0.94663,0.3461,0.89194,0.90146,0.88419,0.41984,0.64371,0.55514,0.62782,0.602
1875,-96.45668,32.63009,0.81244,0.0,0.73007,0.17073,0.43468,0.23937,0.48716,0.29163,0.39327,0.31311,0.9783,0.60717,0.55468,0.55185
2356,-96.45422,32.69486,0.6291,0.0,0.62998,0.40899,0.67759,0.12201,0.73627,0.62932,0.12201,0.47343,0.94619,0.59898,0.58286,0.5728
2694,-96.28165,32.73332,0.35651,0.0,0.81864,1.0,0.88973,0.84765,0.2035,0.23472,0.79849,0.94331,0.68246,0.48251,0.67819,0.66125
2778,-96.46912,32.7529,0.91918,0.97985,0.83702,0.29274,0.35363,0.04097,0.65523,0.44597,0.0,0.50908,0.26063,0.79938,0.53958,0.56265
