,geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
0,48049950100,49,0.0059299999999999995,1,0.97808,0,0.22635999999999998,0,0.0964,0,0.04236,1,0.0,1,0.0,1,0.06377999999999999,1,0.9333,0,0.05842000000000001,0,0.0,1,0.00558,0.1029,2014,620.85468,3.24392,0.07224,0.0521,0.0,
1,48049950200,49,0.0158,1,0.9792799999999999,0,0.11237,0,0.06961,0,0.02752,0,0.0,1,0.00301,1,0.15425999999999998,0,0.8055,0,0.11877,0,0.0,1,0.01695,0.1527,3989,440.77030999999994,9.05007,0.06472,0.055060000000000005,0.0,
2,48049950300,49,0.035039999999999995,0,0.98175,0,0.09097000000000001,0,0.08138,0,0.06817999999999999,0,0.0,1,0.00207,1,0.11674000000000001,0,0.8736200000000001,0,0.07935,0,0.0,1,0.02242,0.19238,3143,486.23023,6.46402,0.0704,0.03707,0.0,
3,48049950500,49,0.02298,1,0.9569200000000001,0,0.16644,0,0.08936000000000001,0,0.08066,0,0.0,1,0.02926,1,0.23305,0,0.7198399999999999,0,0.07708,0,0.21006999999999998,0,0.03325,0.07902,2912,164.38103,17.71494,0.06359,0.0228,,
4,48049950600,49,0.03391,1,0.88,0,0.28931,0,0.32361999999999996,0,0.14702,0,0.0,1,0.12259,0,0.17703,0,0.68281,0,0.06104,0,0.50905,0,0.06835,0.026389999999999997,2654,6.6298,400.31369,0.09461,0.07343,0.0,
5,48049950700,49,0.03936,1,0.71951,0,0.25469,0,0.26497,0,0.50545,0,0.00234,1,0.13863,0,0.37227,0,0.48676,0,0.0375,0,0.16943,0,0.15978,0.03355,1369,6.19153,221.10844,0.06507,0.05237000000000001,0.0,
6,48049950800,49,0.06712,1,0.9116799999999999,0,0.12443,0,0.11789000000000001,1,0.07518,0,0.0,1,0.04205,1,0.43245,0,0.49051000000000006,0,0.06435,0,0.46568999999999994,0,0.05621,0.03297,2813,3.3572900000000003,837.8788900000001,0.07666,0.048389999999999996,0.0,
7,48049950900,49,0.058320000000000004,0,0.9409,0,0.17758,0,0.16445,0,0.11375999999999999,0,0.02451,1,0.03974,1,0.20157,0,0.73132,0,0.11615,0,0.8345799999999999,0,0.0841,0.0199,4815,4.31109,1116.88625,0.06846000000000001,0.042069999999999996,0.0,
8,48049951000,49,0.05119,0,0.96435,0,0.08814,0,0.17797000000000002,0,0.09831000000000001,0,0.0,1,0.06387000000000001,1,0.30641999999999997,0,0.6157199999999999,0,0.06697,0,0.6583899999999999,0,0.02308,0.025810000000000003,2497,5.17403,482.6026,0.06141,0.04554,0.0,
9,48049951100,49,0.02349,0,0.9640700000000001,0,0.12968,0,0.04643,0,0.04755,0,0.023209999999999998,1,0.01729,1,0.23800000000000002,0,0.69943,0,0.11370999999999999,0,0.9566600000000001,0,0.21435,0.00611,4033,14.53271,277.51183,0.1059,0.055420000000000004,0.0,
10,48049951200,49,0.05251,0,0.9707399999999999,0,0.14949,0,0.09894,0,0.08231000000000001,0,0.01315,1,0.02079,1,0.20174,0,0.7401399999999999,0,0.11999000000000001,0,0.46165,0,0.09329,0.08121,4296,84.99843,50.54211,0.07812999999999999,0.032869999999999996,0.0,
11,48049951300,49,0.02198,0,0.9777600000000001,0,0.08822,0,0.17256,1,0.06797,0,0.0,1,0.04156,0,0.2615,0,0.6746800000000001,0,0.08668,0,0.0,1,0.22266,0.24706,3571,641.0687,5.57039,0.08932999999999999,0.05582,0.0,
