Unnamed: 0,name,address,lat,lon
1,,1306 HOUSTON STREET KILGORE TX 75662,32.3778,-94.85968
2,,622 KAY ST KILGORE TX 75662,32.38502,-94.86956
3,,10450 HWY 349 LONGVIEW TX 75603,32.39833,-94.72109
4,,"5219 OLD HIGHWAY 135 N GLADEWATER, TX 75647",32.44891,-94.94867
5,,1100 SAPPHIRE LONGVIEW TX 75602,32.46108,-94.71429
6,,801 S MLK BLVD LONGVIEW TX 75602,32.4818,-94.71586
7,,502 S CENTER LONGVIEW TX 75601,32.48695,-94.74343
8,,500 E WHALEY LONGVIEW TX 75601,32.49579,-94.73336
9,,3211 W MARSHALL AVE LONGVIEW TX 75604,32.50711,-94.79008
10,,1005 W FAIRMONT LONGVIEW TX 75604,32.51526,-94.78073
11,,501 US-80 White Oak TX 75693,32.51902,-94.8532
12,,1400 SILVER FALLS RD LONGVIEW TX 75604,32.52036,-94.80865
13,,1701 PINE TREE RD LONGVIEW TX 75604,32.52385,-94.80488
14,,2500 MCCANN RD LONGVIEW TX 75605,32.52848,-94.74954
15,,"217 W QUITMAN AVE  GLADEWATER, TX 75647",32.5363,-94.94528
16,,4102 TRYON RD LONGVIEW TX 75605,32.55741,-94.72031
17,,4000 GILMER RD LONGVIEW TX 75605,32.56185,-94.80096
18,,1129 FM 1844 LONGVIEW TX 75605,32.5871,-94.75566
