name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,20220 FM 485 BURLINGTON TX 76519,30.86499,-96.69894,,,
,100 WEST TRAVIS STREET HOLLAND TX 76534,30.87901,-97.40369,,,
,5 W. PRAIRIE ROGERS TX 76569,30.93118,-97.2285,,,
,225 N. CHURCH ST. SALADO TX 76571,30.94946,-97.53695,,,
,109 S. EVANS LITTLE RIVER ACADEMY TX 76554,30.98795,-97.36613,,,
,6405 CHAPARRAL ROAD KILLEEN TX 76542,31.0278,-97.69369,,,
,4201 CHAPARRAL RD KILLEEN TX 76542,31.03338,-97.71984,,,
,842 S. MITCHELL BELTON TX 76513,31.05163,-97.47478,,,
,5000 S. 31ST ST. TEMPLE TX 76502,31.05303,-97.37635,,,
,1000 EAST FM 2410 HARKER HEIGHTS TX 76548,31.05557,-97.65367,,,
,550 E. 2ND AVE. BELTON TX 76513,31.05643,-97.45745,,,
,3275 BOYS RANCH ROAD KEMPNER TX 76539,31.05765,-97.87414,,,
,22621 SE H K DODGEN LOOP 363 TEMPLE TX 76504,31.06173,-97.33985,,,
,307 MILLERS CROSSING HARKER HEIGHTS TX 76548,31.06747,-97.66452,,,
,1700 E. STAN SCHLEUTER LOOP KILLEEN TX 76542,31.06964,-97.73526,,,
,6000 BRUSHY CREEK DR. KILLEEN TX 76549,31.07593,-97.78516,,,
,408 NORTH 10TH ST NOLANVILLE TX 76559,31.07853,-97.59977,,,
,210 E. 24TH ST. BELTON TX 76513,31.07913,-97.4566,,,
,1401 E. ELMS ROAD KILLEEN TX 76542,31.08101,-97.73403,,,
,1701 SPARTA ROAD BELTON TX 76513,31.0832,-97.47057,,,
,201 VFW DR. HARKER HEIGHTS TX 76548,31.08711,-97.64605,,,
,2202 BIRDCREEK DR. TEMPLE TX 76502,31.08713,-97.39045,,,
,2205 CURTIS B. ELLIOTT DR TEMPLE TX 76501,31.09044,-97.32243,,,
,2301 W. ELMS ROAD KILLEEN TX 76549,31.09229,-97.76959,,,
,205 E. CENTRAL TEMPLE TX 76501,31.09559,-97.33895,,,
,1401 W. CENTRAL TEMPLE TX 76504,31.10048,-97.35579,,,
,3302 CLEAR CREEK RD KILLEEN TX 76549,31.10319,-97.79805,,,
,906 TRIMMIER RD. KILLEEN TX 76541,31.10909,-97.72754,,,
,2201 E. VETERANS MEMORIAL BLVD KILLEEN TX 76541,31.1094,-97.71282,,,
,201 NORTH 28TH STREET KILLEEN TX 76541,31.11284,-97.71918,,,
,3302 AIRPORT ROAD TEMPLE TX 76504,31.11285,-97.37428,,,
,304 PRIEST DR. KILLEEN TX 76541,31.1145,-97.73409,,,
,101 N. W.S. YOUNG DR. KILLEEN TX 76541,31.11664,-97.71222,,,
,2903 E. RANCIER AVE. KILLEEN TX 76543,31.11964,-97.70124,,,
,210 W. AVENUE C KILLEEN TX 76541,31.12166,-97.73161,,,
,4107 WESTCLIFF RD. KILLEEN TX 76543,31.12573,-97.68312,,,
,3401 N. 3RD ST. TEMPLE TX 76501,31.12917,-97.33254,,,
,8 MORGAN'S POINT BLVD. MORGAN'S POINT RESORT TX 76513,31.15317,-97.47385,,,
,13929 MOFFAT ROAD TEMPLE TX 76502,31.19894,-97.467,,,
,201 EAST MAIN STREET TROY TX 76579,31.2059,-97.30094,,,
,4907 EAST HIGHWAY 190 TEMPLE TX 76502,31.22197,-98.46142,,,
