name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,"1600 PEAR ST DALLAS, TX 75215",32.75009,-96.76688,,,
,"700 E 8TH ST DALLAS, TX 75203",32.75049,-96.81394,,,
,"1500 CREEK VALLEY RD MESQUITE, TX 75181",32.75049,-96.55265,,,
,"525 NE 15TH ST GRAND PRAIRIE, TX 75050",32.75161,-96.98703,,,
,"719 N MONTCLAIR AVE DALLAS, TX 75208",32.75175,-96.84695,,,
,"8915 GREENMOUND AVE DALLAS, TX 75227",32.75183,-96.66891,,,
,"900 RUTHERFORD DR MESQUITE, TX 75181",32.75266,-96.57579,,,
,"711 W CANTY ST DALLAS, TX 75208",32.75384,-96.83496,,,
,"9560 HIGHFIELD DR DALLAS, TX 75227",32.75487,-96.65788,,,
,"1100 N CARRIER PKWY GRAND PRAIRIE, TX 75050",32.75622,-97.01837,,,
,"2826 ELSIE FAYE HEGGINS ST DALLAS, TX 75215",32.75647,-96.75188,,,
,"2444 GRAHAM ST GRAND PRAIRIE, TX 75050",32.75696,-96.96831,,,
,"7900 HUME DRIVE DALLAS, TX 75227",32.7577,-96.68604,,,
,"2500 ROMINE AVE DALLAS, TX 75215",32.75895,-96.76347,,,
,"1300 N JUSTIN AVE DALLAS, TX 75211",32.75912,-96.91026,,,
,"2615 W COLORADO BLVD DALLAS, TX 75211",32.76017,-96.86471,,,
,"1215 TURNER AVE DALLAS, TX 75208",32.76041,-96.83973,,,
,"1817 WARREN AVE DALLAS, TX 75215",32.76082,-96.77291,,,
,"2500 MEMORIAL PKWY MESQUITE, TX 75149",32.76153,-96.63561,,,
,"3306 CARPENTER AVE DALLAS, TX 75215",32.76278,-96.74983,,,
,"101 HOLLEY PARK DR MESQUITE, TX 75149",32.76379,-96.59957,,,
,"6459 SCYENE RD DALLAS, TX 75227",32.76381,-96.70998,,,
,"300 EAST DAVIS ST MESQUITE, TX 75149",32.76504,-96.59501,,,
,"1400 WALMSLEY AVE DALLAS, TX 75208",32.76889,-96.84407,,,
,"2102 N CARRIER PKWY GRAND PRAIRIE, TX 75050",32.76915,-97.02179,,,
,"200 CLARY DR MESQUITE, TX 75149",32.77024,-96.63602,,,
,"2922 MARTIN LUTHER KING BLVD DALLAS, TX 75215",32.77054,-96.766,,,
,"8233 MILITARY PKWY DALLAS, TX 75227",32.77074,-96.67801,,,
,"3000 MLK BLVD DALLAS, TX 75215",32.77131,-96.76483,,,
,"757 N GALLOWAY AVE MESQUITE, TX 75149",32.77395,-96.59997,,,
,"1718 ROBERT B CULLUM BLVD DALLAS, TX 75210",32.77398,-96.76048,,,
,"6901 MILITARY PKWY DALLAS, TX 75227",32.77423,-96.70158,,,
,"1515 YOUNG ST DALLAS, TX 75201",32.77847,-96.79717,,,
,"801 MAIN ST DALLAS, TX 75202",32.77979,-96.80521,,,
,"7777 FORNEY ROAD DALLAS, TX 75227",32.78005,-96.69121,,,
,"3212 N. WINNETKA AVE DALLAS, TX 75212",32.78095,-96.83871,,,
,"2200 DENNISON ST DALLAS, TX 75212",32.78166,-96.8594,,,
,"3407 N WESTMORELAND RD DALLAS, TX 75212",32.783,-96.87426,,,
,"2701 SYBIL DR MESQUITE, TX 75149",32.78463,-96.63809,,,
,"6006 EVERGLADE RD DALLAS, TX 75227",32.78482,-96.69961,,,
,"4918 HOVENKAMP DR DALLAS, TX 75227",32.78497,-96.70663,,,
,"1701 HILLCREST ST MESQUITE, TX 75149",32.78648,-96.60812,,,
,"4500 BERNAL DR DALLAS, TX 75212",32.78687,-96.894,,,
,"1952 BAYSIDE ST DALLAS, TX 75212",32.78806,-96.85239,,,
,"4033 ELM ST DALLAS, TX 75226",32.78938,-96.77182,,,
,"1900 S STORY RD IRVING, TX 75060",32.79004,-96.97604,,,
,"2100 CREST PARK DR MESQUITE, TX 75149",32.7903,-96.61388,,,
,"5710 E R L THORNTON FRWY DALLAS, TX 75223",32.79068,-96.74349,,,
,"127 N COLLINS RD SUNNYVALE, TX 75182",32.79151,-96.56241,,,
,"2501 FLORA ST DALLAS, TX 75201",32.79169,-96.79679,,,
,"100 W OAKDALE RD IRVING, TX 75060",32.7928,-96.94708,,,
,"4105 JUNIUS ST DALLAS, TX 75246",32.79345,-96.77588,,,
,"1355 ADAIR ST DALLAS, TX 75204",32.79391,-96.78397,,,
,"1901 IRVING BLVD DALLAS, TX 75207",32.794,-96.82702,,,
,"6200 EAST GRAND AVE DALLAS, TX 75223",32.79749,-96.7415,,,
,"2424 LARCHMONT DR MESQUITE, TX 75150",32.79933,-96.63734,,,
,"4060 EMERALD DR MESQUITE, TX 75150",32.8005,-96.6592,,,
,"2444 TELEGRAPH AVE DALLAS, TX 75228",32.80113,-96.70647,,,
,"3505 MAPLE AVE DALLAS, TX 75219",32.80163,-96.81247,,,
,"2701 CHISOLM TRAIL MESQUITE, TX 75150",32.80356,-96.61714,,,
,"1710 N CARROLL AVE DALLAS, TX 75204",32.80372,-96.78065,,,
,"631 EDMONDSON DR IRVING, TX 75060",32.80525,-96.93928,,,
,"2501 W TENTH ST IRVING, TX 75060",32.80624,-96.97979,,,
,"7420 LA VISTA DR DALLAS, TX 75214",32.80659,-96.73142,,,
,"3313 GILBERT RD GRAND PRAIRIE, TX 75050",32.80672,-97.0056,,,
,"3300 POTEET DR MESQUITE, TX 75150",32.80735,-96.60984,,,
,"1451 JOHN WEST ROAD DALLAS, TX 75228",32.80762,-96.69281,,,
,"4528 RUSK AVE DALLAS, TX 75204",32.80771,-96.78458,,,
,"3037 GREENMEADOW DR DALLAS, TX 75228",32.80803,-96.69481,,,
,"3014 OAK LAWN AVE DALLAS, TX 75219",32.80831,-96.80847,,,
,"2221 LUCAS DR DALLAS, TX 75219",32.80878,-96.82658,,,
,"3000 CONCORD DR MESQUITE, TX 75150",32.80934,-96.644,,,
,"1802 MOSER AVE DALLAS, TX 75206",32.80984,-96.77424,,,
,"3120 N HASKELL AVE DALLAS, TX 75204",32.81031,-96.7949,,,
,"6121 WORTH STREET DALLAS, TX 75214",32.81037,-96.75337,,,
,"4100 CEDAR SPRINGS RD DALLAS, TX 75219",32.81239,-96.81241,,,
,"219 CRANDALL RD IRVING, TX 75060",32.81289,-96.98349,,,
,"825 W IRVING BLVD IRVING, TX 75060",32.8139,-96.95564,,,
,"1811 GROSS RD DALLAS, TX 75228",32.81575,-96.68336,,,
,"4200 MCKINNEY AVE DALLAS, TX 75205",32.81643,-96.79051,,,
,"1505 RECORD CROSSING RD DALLAS, TX 75235",32.81713,-96.85817,,,
,"1015 GREEN CANYON DR MESQUITE, TX 75150",32.81719,-96.61163,,,
,"4010 CORYELL WAY MESQUITE, TX 75150",32.81739,-96.62132,,,
,"6045 BELMONT AVE DALLAS, TX 75206",32.81763,-96.7619,,,
,"310 DAVIS DR IRVING, TX 75061",32.81833,-96.99974,,,
,"3719 MOON DR MESQUITE, TX 75150",32.81877,-96.65454,,,
,"101 E. UNION BOWER RD IRVING, TX 75061",32.82167,-96.94592,,,
,"2707 ABRAMS ROAD DALLAS, TX 75214",32.82226,-96.75332,,,
,"1200 E UNION BOWER RD IRVING, TX 75061",32.82243,-96.93085,,,
,"2931 CONFLANS RD IRVING, TX 75061",32.82291,-96.98602,,,
,"900 N O'CONNOR ROAD IRVING, TX 75061",32.8236,-96.94842,,,
,"2911 DELMAR AVE DALLAS, TX 75206",32.82453,-96.76655,,,
,"1450 OLD GATE LANE DALLAS, TX 75218",32.8248,-96.70341,,,
,"2611 HEALEY DR DALLAS, TX 75228",32.82579,-96.66949,,,
,"3000 HILLBROOK ST DALLAS, TX 75214",32.82596,-96.744,,,
,"9565 MERCER DRIVE DALLAS, TX 75228",32.826,-96.69347,,,
,"3120 INWOOD RD DALLAS, TX 75235",32.82625,-96.82936,,,
,"2101 MILLMAR DR DALLAS, TX 75228",32.82687,-96.67979,,,
,"3204 SKILLMAN ST DALLAS, TX 75206",32.82738,-96.76094,,,
,"1306 N. STORY RD IRVING, TX 75061",32.82764,-96.97599,,,
,"517 VIA AVENIDA MESQUITE, TX 75150",32.82785,-96.60404,,,
,"3230 KARLA DR MESQUITE, TX 75150",32.82794,-96.64561,,,
,"2501 WHITSON WAY MESQUITE, TX 75150",32.829,-96.63638,,,
,"4711 WESTSIDE DR DALLAS, TX 75209",32.82966,-96.81982,,,
,"1800 PLYMOUTH DR W IRVING, TX 75061",32.83027,-96.96881,,,
,"1600 N IRVING HEIGHTS DR IRVING, TX 75061",32.8316,-96.92674,,,
,"6920 BOB-O-LINK DR DALLAS, TX 75214",32.8317,-96.74175,,,
,"7780 HARRY HINES BLVD DALLAS, TX 75235",32.83218,-96.85893,,,
,"5470 ELLSWORTH AVE DALLAS, TX 75206",32.83316,-96.77487,,,
,"3600 CORNELL AVE DALLAS, TX 75205",32.83406,-96.79131,,,
,"3030 GUS THOMASSON RD DALLAS, TX 75228",32.83429,-96.66605,,,
,"2431 HANCOCK ST IRVING, TX 75061",32.8351,-96.97813,,,
,"4300 SOUTHERN AVE DALLAS, TX 75225",32.83614,-96.80799,,,
,"10122 LOSA DR DALLAS, TX 75218",32.83724,-96.69155,,,
,"3520 GUTHRIE RD GARLAND, TX 75043",32.83835,-96.578,,,
,"3555 GRANADA AVE DALLAS, TX 75205",32.84022,-96.79098,,,
,"2801 RUTGERS DR IRVING, TX 75062",32.84271,-96.98476,,,
,"6911 VICTORIA AVE DALLAS, TX 75209",32.84279,-96.83163,,,
,"2730 CHEYENNE ST IRVING, TX 75062",32.84307,-97.0034,,,
,"10910 FERGUSON RD DALLAS, TX 75228",32.8446,-96.66143,,,
,"4619 W UNIVERSITY BLVD DALLAS, TX 75209",32.84512,-96.83036,,,
,"2800 HILLCREST DR IRVING, TX 75062",32.84521,-96.96529,,,
,"2100 N FAROLA DR DALLAS, TX 75228",32.8457,-96.67537,,,
,"6818 FISHER ROAD DALLAS, TX 75214",32.84644,-96.74342,,,
,"630 STROUD LN GARLAND, TX 75043",32.84742,-96.62398,,,
,"11110 SHILOH RD DALLAS, TX 75228",32.84789,-96.66544,,,
,"11221 LOCHWOOD BLVD DALLAS, TX 75218",32.84836,-96.68823,,,
,"1600 FINLEY RD IRVING, TX 75062",32.84962,-96.96621,,,
,"9720 WATERVIEW  RD DALLAS, TX 75218",32.84985,-96.70922,,,
,"126 CREEKVIEW DR GARLAND, TX 75043",32.85013,-96.60595,,,
,"2700 FINLEY RD IRVING, TX 75062",32.85025,-96.98174,,,
,"3333 N MACARTHUR BLVD IRVING, TX 75062",32.85036,-96.96076,,,
,"7015 WESTCHESTER DR DALLAS, TX 75205",32.8507,-96.80709,,,
,"6121 E LOVERS LANE DALLAS, TX 75214",32.85133,-96.75927,,,
,"5314 ABRAMS RD DALLAS, TX 75214",32.85161,-96.75233,,,
,"1600 CARLISLE ST IRVING, TX 75062",32.85313,-96.96621,,,
,"3700 N MACARTHUR BLVD IRVING, TX 75062",32.85402,-96.95648,,,
,"4518 POMONA RD DALLAS, TX 75209",32.85495,-96.83142,,,
,"4845 BROADWAY BLVD GARLAND, TX 75043",32.85522,-96.60245,,,
,"11230 LIPPITT AVE DALLAS, TX 75218",32.8554,-96.68829,,,
,"5200 BROADMOOR GARLAND, TX 75043",32.85553,-96.63984,,,
,"700 BIRCHWOOD DR GARLAND, TX 75043",32.85637,-96.63542,,,
,"3601 CHEYENNE ST IRVING, TX 75062",32.85637,-97.00315,,,
,"4349 WATERHOUSE BLVD GARLAND, TX 75043",32.85645,-96.56704,,,
,"505 EASTON RD DALLAS, TX 75218",32.85664,-96.7045,,,
,"5707 SKILLMAN ST DALLAS, TX 75206",32.8577,-96.75651,,,
,"6929 TOWN NORTH DR DALLAS, TX 75231",32.85848,-96.74037,,,
,"4024 CARUTH BLVD DALLAS, TX 75225",32.85922,-96.80303,,,
,"3033 W COUNTRY CLUB RD IRVING, TX 75038",32.86085,-96.98661,,,
,"4655 S COUNTRY CLUB RD GARLAND, TX 75043",32.86104,-96.59018,,,
,"650 E LAS COLINAS BLVD IRVING, TX 75039",32.86112,-96.92772,,,
,"626 NICKENS RD GARLAND, TX 75043",32.86657,-96.61188,,,
,"9200 INWOOD RD DALLAS, TX 75220",32.86676,-96.8207,,,
,"1811 MAYFIELD AVE GARLAND, TX 75041",32.86717,-96.65504,,,
,"4601 N MACARTHUR BLVD IRVING, TX 75038",32.86775,-96.96185,,,
,"1115 MAYFIELD AVE GARLAND, TX 75041",32.86873,-96.64473,,,
,"3700 CLOVER LANE DALLAS, TX 75220",32.86984,-96.8542,,,
,"8939 WHITEWING LN DALLAS, TX 75238",32.87044,-96.68754,,,
,"7500 PARK LANE DALLAS, TX 75225",32.87057,-96.77722,,,
,"7001 FAIR OAKS AVE DALLAS, TX 75231",32.87242,-96.76058,,,
,"5814 RIDGECREST RD DALLAS, TX 75231",32.87244,-96.76208,,,
,"600 COLONEL DR GARLAND, TX 75043",32.87289,-96.61823,,,
,"7611 PARK LANE DALLAS, TX 75225",32.873,-96.77525,,,
,"5001 N MACARTHUR BLVD IRVING, TX 75038",32.87521,-96.9626,,,
,"9501 FERNDALE RD DALLAS, TX 75238",32.87638,-96.70918,,,
,"3200 KINKAID DR DALLAS, TX 75220",32.87674,-96.86894,,,
,"1330 COLONEL DR GARLAND, TX 75043",32.87853,-96.61121,,,
,"7101 WINEDALE DR DALLAS, TX 75231",32.87949,-96.73984,,,
,"10301 WALNUT HILL LN DALLAS, TX 75238",32.87949,-96.70804,,,
,"10101 WALNUT HILL LANE DALLAS, TX 75238",32.87959,-96.70906,,,
,"9990 WEBB CHAPEL RD DALLAS, TX 75220",32.88004,-96.86484,,,
,"6315 WALNUT HILL LN DALLAS, TX 75230",32.88058,-96.79717,,,
,"6423 WALNUT HILL LN DALLAS, TX",32.88064,-96.796,,,
,"10011 MIDWAY RD DALLAS, TX 75229",32.88086,-96.8391,,,
,"2825 S FIRST ST GARLAND, TX 75041",32.88246,-96.6315,,,
,"9921 KIRKHAVEN DR DALLAS, TX 75238",32.88377,-96.70779,,,
,"9940 WHITE ROCK TRAIL DALLAS, TX 75238",32.88464,-96.72924,,,
,"10059 RAVENSWAY DR DALLAS, TX 75238",32.88545,-96.72005,,,
,"6920 MEADOW RD DALLAS, TX 75230",32.88601,-96.78579,,,
,"5715 MEADERS LN DALLAS, TX 75229",32.88692,-96.80956,,,
,"2601 DAIRY ROAD GARLAND, TX 75041",32.88692,-96.62331,,,
,"9449 CHURCH ROAD DALLAS, TX 75238",32.8878,-96.72682,,,
,"8307 MEADOW RD DALLAS, TX 75231",32.88794,-96.76153,,,
,"3033 MERRELL RD DALLAS, TX 75229",32.88842,-96.87506,,,
,"2232 SUSSEX DR GARLAND, TX 75041",32.88963,-96.66156,,,
,"7500 MILLER RD ROWLETT, TX 75088",32.89091,-96.52914,,,
,"3315 CARLA DR ROWLETT, TX 75088",32.89182,-96.57534,,,
,"10716 MARSH LANE DALLAS, TX 75229",32.8941,-96.85558,,,
,"9202 MOSS FARM LANE DALLAS, TX 75243",32.89551,-96.74364,,,
,"6501 ROYAL LN DALLAS, TX 75230",32.89593,-96.79215,,,
,"10801 AUDELIA RD DALLAS, TX 75238",32.89662,-96.71832,,,
,"1821 OLD GATE LANE GARLAND, TX 75042",32.89714,-96.65642,,,
,"1125 BEVERLY DR GARLAND, TX 75040",32.89731,-96.61597,,,
,"11001 MIDWAY RD DALLAS, TX 75229",32.89755,-96.83883,,,
