geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
48097000100,97,0.02136,1,0.96446,0,0.09876,0,0.07576,0,0.08328,0,0.00175,1,0.01883,0,0.14343,0,0.78223,0,0.16132,0,0.0,1,0.08671,0.19501,5892,570.35965,10.33032,0.05072,0.05608,0.0,0.01493
48097000200,97,0.01136,1,0.9631,0,0.07651,0,0.0478,0,0.06541,0,0.00578,1,0.00144,1,0.05118,0,0.92262,0,0.12835,0,0.03535,0,0.17532,0.15192,5025,633.87368,7.92745,0.04738,1e-05,0.3196,0.06525
48097000400,97,0.07811,0,0.89359,0,0.12107,0,0.18125,0,0.15487,0,0.02051,1,0.14256,0,0.2641,0,0.55128,0,0.05141,0,0.0,1,0.25205,0.05559,1965,33.02383,59.50248,0.07213,0.00961,0.00029,0.03266
48097000500,97,0.10082,0,0.85322,0,0.1589,0,0.44284,0,0.10733,0,0.0129,1,0.02399,1,0.37487,0,0.55263,0,0.07711,0,0.60908,0,0.14466,0.02367,3609,10.1416,355.86116,0.1236,0.01492,0.0,0.01812
48097000600,97,0.13279,0,0.94598,0,0.13222,0,0.19256,0,0.05322,0,0.01648,1,0.05778,0,0.32824,0,0.56215,0,0.10441,0,0.36715,0,0.12309,0.06237,4486,13.92935,322.05379,0.07186,0.01586,0.0,0.01008
48097000700,97,0.01126,1,0.96716,0,0.11553,0,0.029,0,0.05872,0,0.0,1,0.0,1,0.02538,1,0.96515,0,0.20493,0,0.03477,0,0.03712,0.2275,6531,320.41352,20.38304,0.07291,0.07376,0.0,0.04632
48097000900,97,0.01377,1,0.9744,0,0.12179,0,0.04089,1,0.06621,0,0.00241,1,0.00141,1,0.10686,0,0.87362,0,0.13278,0,0.0,1,0.06631,0.1727,4774,722.71408,6.60566,0.04657,0.00682,0.0,0.01776
48097001100,97,0.12718,0,0.9613,0,0.09991,0,0.17559,0,0.15223,0,0.02066,1,0.05631,1,0.30739,0,0.57999,0,0.13969,0,0.13697,0,0.11473,0.11126,6155,22.49405,273.6279,0.08523,0.02767,0.0,0.03258
