osm_id,code,fclass,name,point_x,point_y,lon,lat
356698521,2082,school,Alamo School,-96.6233234000,32.3298666000,-96.62332,32.32987
356701891,2082,school,Central High School,-96.6063779000,32.2701465000,-96.60638,32.27015
356710917,2082,school,Marvin School,-96.8430183000,32.3928370000,-96.84302,32.39284
356713631,2082,school,Oak Lawn School,-96.8363862000,32.3851423000,-96.83639,32.38514
356720786,2082,school,Saint Johns School,-96.6186010000,32.3245890000,-96.6186,32.32459
356725991,2082,school,Travis School,-96.6238790000,32.3307000000,-96.62388,32.3307
356797846,2082,school,Austin Elementary School,-96.6481462000,32.3379287000,-96.64815,32.33793
356797849,2082,school,Bowie Elementary School,-96.6468257000,32.3219718000,-96.64683,32.32197
356797863,2082,school,Ennis Junior High School,-96.6338792000,32.3293111000,-96.63388,32.32931
356801143,2082,school,Palmer Middle School,-96.6823798000,32.4307035000,-96.68238,32.4307
356801172,2082,school,Travis Elementary School,-96.6233234000,32.3301444000,-96.62332,32.33014
356801243,2082,school,Houston Elementary School,-96.6283234000,32.3087562000,-96.62832,32.30876
356801273,2082,school,Mount Peak Elementary School,-97.0010445000,32.4276791000,-97.00104,32.42768
356801279,2082,school,Palmer Elementary School,-96.6797345000,32.4308647000,-96.67973,32.43086
356801282,2082,school,Palmer High School,-96.6829775000,32.4277909000,-96.68298,32.42779
356852059,2082,school,Ferris School,-96.8436086000,32.3865312000,-96.84361,32.38653
2214043043,2501,supermarket,Walmart Supercenter,-96.6207342000,32.3333818000,-96.62073,32.33338
3236655465,2402,motel,Holiday Inn Expess,-96.6172870000,32.3394270000,-96.61729,32.33943
3236681661,2402,motel,Palmer House Motel,-96.6607550000,32.4191840000,-96.66076,32.41918
3762788206,2303,cafe,Einstein's Bros Bagels,-96.8524383000,32.4046214000,-96.85244,32.40462
6566024670,2303,cafe,Starbucks,-96.9934639000,32.4581178000,-96.99346,32.45812
7787414781,2012,community_centre,Bristol Community Center,-96.5680265000,32.4594016000,-96.56803,32.4594
7810898877,2012,community_centre,Alma Community Center,-96.5464040000,32.2842018000,-96.5464,32.2842
356801160,2082,school,Shields Elementary School,-96.8603818000,32.5324430000,-96.86038,32.53244
356801256,2082,school,Longbranch Elementary School,-96.9083346000,32.4868054000,-96.90833,32.48681
664334568,2082,school,Red Oak Junior High,-96.8007242000,32.5006020000,-96.80072,32.5006
761659449,2501,supermarket,Brookshire's,-96.8182998000,32.5307260000,-96.8183,32.53073
356709332,2082,school,Kelly-Miller School,-96.9502772000,32.1145959000,-96.95028,32.1146
356724698,2082,school,Stafford School,-96.8894949000,32.1761543000,-96.88949,32.17615
7724926641,2402,motel,,-96.8998923000,32.1972996000,-96.89989,32.1973
