name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,1455 W VAN ALSTYNE PKWY VAN ALSTYNE TX 75495,33.41977,-96.5968,,,
,601 MAIN ST TIOGA TX 76271,33.46756,-96.91326,,,
,99 GENTLE CREEK LN GUNTER TX 75058,33.47346,-96.73667,,,
,606 S CARTER ST WHITEWRIGHT TX 75491,33.50609,-96.40002,,,
,700 W HANING ST HOWE TX 75459,33.50678,-96.61985,,,
,109 S BRITTON ST TOM BEAN TX 75489,33.51996,-96.48436,,,
,117 N MAIN ST COLLINSVILLE TX 76233,33.56038,-96.91099,,,
,3162 HWY 11 SHERMAN TX 75090,33.57035,-96.54855,,,
,203 S BROADWAY ST BELLS TX 75414,33.6081,-96.40936,,,
,115 W HOUSTON ST SHERMAN TX 75090,33.63661,-96.60986,,,
,405 N RUSK ST SHERMAN TX 75090,33.63879,-96.61351,,,
,713 E BROCKETT ST SHERMAN TX 75090,33.64429,-96.60248,,,
,1800 N FM 1417 SHERMAN TX 75092,33.65195,-96.64302,,,
,111 W MAIN ST WHITESBORO TX 76273,33.65613,-96.90729,,,
,1117 GALLAGHER DR SHERMAN TX 75090,33.67314,-96.60241,,,
,419 S MAIN ST SADLER TX 76264,33.67374,-96.84641,,,
,6101 GRAYSON DR DENISON TX 75020,33.7065,-96.63308,,,
,3500 S PARK AVE DENISON TX 75020,33.7225,-96.56727,,,
,531 W CHESTNUT DENISON TX 75020,33.75488,-96.54273,,,
,101 W WOODARD ST DENISON TX 75020,33.7566,-96.53563,,,
,301 N LILLIS LN DENISON TX 75020,33.75896,-96.58359,,,
,105 CARDINAL LANE POTTSBORO TX 75076,33.76243,-96.66243,,,
,187 GORDONVILLE RD GORDONVILLE TX 76245,33.79851,-96.85399,,,
